tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,day_after,jumlah_promosi,day,month,year
1985,2.0,0.0,147707801.0,0.0,0.0,67.0,276813.0,1277188.0,75554.0,54954.0,2.0,6.0,7.0,0.0,558.0,1,11,7,2013
1961,3.0,1.0,156073583.0,0.0,0.0,23.0,64072.0,565744.6,148410.0,83640.0,2.0,7.0,5.0,0.0,523.0,5,6,6,2013
1967,2.0,2.0,35985000.0,1.0,1.0,102.0,10115.0,0.0,12138.0,12138.0,4.0,3.0,5.0,0.0,523.0,0,6,6,2013
1966,2.0,2.0,132066498.0,0.0,0.0,25.0,65482.0,708840.0,104260.12396694215,66012.0,3.0,6.0,11.0,0.0,433.0,6,8,3,2013
1981,2.0,1.0,183511873.0,0.0,0.0,96.0,241255.0,1088054.0,169463.0,155426.0,2.0,3.0,6.0,0.0,567.0,3,20,7,2013
1968,4.0,2.0,113587000.0,1.0,1.0,16.0,0.0,28322.0,0.0,4046.0,4.0,0.0,3.0,0.0,801.0,0,11,3,2014
1953,4.0,0.0,93325227.0,0.0,0.0,26.0,31221.0,46195.0,1251.0,74839.50193798449,2.0,4.0,3.0,0.0,523.0,5,6,6,2013
1902,4.0,1.0,169668686.0,0.0,0.0,40.0,277813.0,1106672.0,193109.0,115176.0,2.0,4.0,4.0,0.0,567.0,3,20,7,2013
1972,3.0,2.0,167464686.0,0.0,0.0,47.0,163852.0,1115469.0,249332.0,143300.0,2.0,4.0,9.0,0.0,558.0,1,11,7,2013
1952,2.0,1.0,147190000.0,0.0,0.0,65.0,60690.0,855729.0,178024.0,271082.0,3.0,5.0,8.0,0.0,567.0,6,20,7,2013
1986,2.0,1.0,57299000.0,1.0,0.0,83.0,6069.0,16184.0,12138.0,18207.0,2.0,1.0,5.0,0.0,709.0,3,9,12,2013
1976,2.0,2.0,83038490.0,0.0,0.0,63.0,32939.0,205690.0,10400.0,32082.0,6.0,7.0,4.0,0.0,523.0,5,6,6,2013
1969,1.0,1.0,64777000.0,1.0,1.0,89.0,10115.0,44506.0,2023.0,24276.0,1.0,0.0,4.0,0.0,557.0,2,10,7,2013
1972,2.0,2.0,60553000.0,1.0,0.0,28.0,2023.0,266048.26248671627,16184.0,20230.0,0.0,3.0,2.0,0.0,813.0,0,23,3,2014
1957,1.0,1.0,53976203.0,1.0,1.0,84.0,1962.0,46408.0,65748.57280513919,550.0,4.0,4.0,1.0,0.0,572.0,0,25,7,2013
1970,2.0,2.0,29146000.0,1.0,0.0,17.0,2023.0,18207.0,0.0,0.0,0.0,4.0,4.0,0.0,754.0,2,23,1,2014
1960,2.0,0.0,138505990.0,0.0,0.0,25.0,39380.0,1121239.0,97116.1450094162,202202.0,4.0,5.0,5.0,0.0,523.0,5,6,6,2013
1947,4.0,4.0,161754000.0,0.0,0.0,50.0,390439.0,770763.0,307496.0,256921.0,1.0,1.0,8.0,0.0,824.0,0,3,4,2014
1970,0.0,2.0,28399173.0,0.0,0.0,30.0,9400.0,25584.0,30983.0,19180.0,0.0,1.0,3.0,0.0,590.0,2,12,8,2013
1970,2.0,0.0,108047924.0,0.0,1.0,70.0,14029.0,197852.0,19511.0,8026.0,1.0,6.0,1.0,0.0,567.0,3,20,7,2013
1952,2.0,1.0,109776550.68431772,1.0,1.0,11.0,12138.0,20230.0,30345.0,18207.0,5.0,0.0,5.0,0.0,558.0,1,11,7,2013
1965,2.0,2.0,88315000.0,0.0,1.0,50.0,4046.0,14161.0,0.0,0.0,1.0,5.0,4.0,0.0,889.0,0,7,6,2014
1980,3.0,0.0,131831873.0,0.0,0.0,40.0,54025.0,551091.0,71179.0,105717.0,1.0,4.0,3.0,0.0,523.0,5,6,6,2013
1951,1.0,1.0,137171467.0,0.0,0.0,11.0,86933.0,1331346.0,178297.0,97556.0,0.0,3.0,9.0,0.0,433.0,6,8,3,2013
1956,3.0,2.0,118297481.0,0.0,0.0,59.0,38107.0,458375.19469026546,75271.0,58805.0,1.0,9.0,5.0,0.0,567.0,3,20,7,2013
1969,2.0,2.0,103653869.0,0.0,0.0,12.0,45062.0,547627.0,239523.0,84966.0,1.0,4.0,3.0,0.0,567.0,3,20,7,2013
1962,4.0,2.0,169834597.0,0.0,0.0,33.0,62713.0,762666.0,73796.57649667405,65609.06236080178,2.0,4.0,13.0,0.0,567.0,3,20,7,2013
1960,2.0,0.0,73078757.0,0.0,0.0,45.0,13742.0,63410.0,25043.0,0.0,3.0,1.0,4.0,0.0,433.0,6,8,3,2013
1956,4.0,2.0,112664766.0,0.0,1.0,82.0,20320.0,266048.26248671627,44451.0,37148.0,10.0,4.0,14.0,0.0,572.0,0,25,7,2013
1963,3.0,1.0,166412766.0,0.0,0.0,67.0,93263.0,808549.0,262013.0,37144.0,2.0,2.0,11.0,0.0,523.0,5,6,6,2013
1976,2.0,2.0,14418000.0,0.0,1.0,55.0,6069.0,14161.0,0.0,0.0,3.0,1.0,3.0,0.0,243.0,0,30,8,2012
1974,3.0,0.0,94904000.0,1.0,1.0,4.0,0.0,22253.0,0.0,2023.0,1.0,5.0,6.0,0.0,624.0,0,15,9,2013
1943,2.0,2.0,136696000.0,0.0,0.0,13.0,47198.83404710921,266048.26248671627,180047.0,36414.0,0.0,2.0,14.0,0.0,462.0,0,6,4,2013
1966,2.0,2.0,85195000.0,1.0,0.0,60.0,8092.0,97104.0,10115.0,0.0,3.0,2.0,3.0,0.0,660.0,1,21,10,2013
1966,2.0,0.0,72561168.0,0.0,0.0,70.0,3517.0,26473.0,4796.0,0.0,2.0,3.0,4.0,0.0,558.0,1,11,7,2013
1961,1.0,0.0,81081038.0,0.0,1.0,55.0,15556.0,20941.0,12179.0,9473.0,1.0,1.0,1.0,0.0,590.0,2,12,8,2013
1989,2.0,0.0,138605922.0,0.0,0.0,17.0,4441.0,913096.0,362161.0,126776.0,0.0,3.0,6.0,0.0,523.0,5,6,6,2013
1963,4.0,3.0,157964000.0,0.0,0.0,33.0,151725.0,240737.0,349979.0,80920.0,0.0,2.0,15.0,0.0,258.0,6,14,9,2012
1968,2.0,2.0,152313373.0,0.0,0.0,15.0,268510.0,629808.0,120132.0,105517.0,0.0,10.0,4.0,0.0,523.0,5,6,6,2013
1970,2.0,1.0,102041895.0,0.0,1.0,48.0,14908.0,75208.0,47495.0,23942.0,1.0,6.0,3.0,0.0,576.0,4,29,7,2013
1986,2.0,2.0,181332729.0,0.0,0.0,67.0,150110.0,868547.0,287925.0,262126.0,1.0,6.0,11.0,0.0,558.0,1,11,7,2013
1959,2.0,0.0,189622720.0,0.0,0.0,40.0,57702.0,960696.0,221889.0,204581.0,0.0,3.0,7.0,0.0,523.0,5,6,6,2013
1952,2.0,2.0,94953000.0,0.0,1.0,40.0,6069.0,271082.0,46529.0,44506.0,1.0,5.0,4.0,0.0,322.0,1,17,11,2012
1963,2.0,2.0,119258000.0,0.0,1.0,0.0,210392.0,137564.0,22253.0,91035.0,1.0,6.0,5.0,0.0,375.0,0,9,1,2013
1980,1.0,0.0,91441000.0,0.0,1.0,48.0,0.0,4046.0,8092.0,0.0,0.0,0.0,4.0,0.0,549.0,0,2,7,2013
1961,1.0,2.0,127243006.0,0.0,0.0,70.0,119126.0,374088.8282208589,404667.0,230323.0,1.0,2.0,7.0,0.0,558.0,1,11,7,2013
1962,3.0,1.0,125150613.0,0.0,0.0,51.0,473.0,63207.0,1390.0,1314.0,0.0,8.0,8.0,0.0,576.0,4,29,7,2013
1964,2.0,2.0,47030000.0,0.0,0.0,67.0,12138.0,97104.0,48552.0,48552.0,0.0,2.0,2.0,0.0,475.0,0,19,4,2013
1961,2.0,1.0,38960000.0,0.0,1.0,65.0,22253.0,0.0,28322.0,6069.0,3.0,3.0,3.0,0.0,451.0,0,26,3,2013
1948,2.0,1.0,128882000.0,0.0,1.0,33.0,38437.0,157794.0,82943.0,40460.0,4.0,5.0,6.0,0.0,706.0,0,6,12,2013
1986,2.0,2.0,156653378.0,0.0,0.0,34.0,6207.0,602337.0,8182.0,60930.0,0.0,0.0,9.0,0.0,567.0,3,20,7,2013
1978,2.0,2.0,156793000.0,0.0,1.0,54.0,157794.0,180047.0,345933.0,173978.0,4.0,4.0,9.0,0.0,866.0,0,15,5,2014
1985,2.0,0.0,37698435.0,0.0,0.0,0.0,8470.0,5117.0,10934.0,441.0,0.0,0.0,2.0,0.0,567.0,3,20,7,2013
1963,2.0,1.0,118232063.0,0.0,1.0,48.0,29763.0,182318.0,90324.0,87485.0,0.0,8.0,9.0,0.0,567.0,3,20,7,2013
1972,2.0,2.0,101924709.0,0.0,0.0,38.0,18136.0,98682.0,69690.0,28708.0,0.0,5.0,2.0,0.0,576.0,4,29,7,2013
1961,4.0,2.0,146609387.0,0.0,0.0,39.0,68541.0,377339.0,84026.0,12356.0,0.0,5.0,10.0,0.0,558.0,1,11,7,2013
1986,2.0,2.0,82126000.0,0.0,0.0,14.0,47198.83404710921,68782.0,24276.0,46855.445757250265,0.0,4.0,4.0,0.0,708.0,0,8,12,2013
1955,4.0,1.0,94272560.0,0.0,1.0,82.0,408.0,16227.0,1614.0,0.0,3.0,0.0,4.0,0.0,590.0,2,12,8,2013
1977,2.0,2.0,159533205.0,0.0,0.0,12.0,88770.44505494506,1609344.0,104260.12396694215,136302.0,2.0,6.0,4.0,0.0,433.0,6,8,3,2013
1958,3.0,1.0,162395000.0,0.0,0.0,99.0,54621.0,208369.0,252875.0,147679.0,2.0,6.0,3.0,0.0,282.0,1,8,10,2012
1966,2.0,1.0,74301000.0,1.0,1.0,46.0,6069.0,16184.0,0.0,0.0,4.0,1.0,4.0,0.0,280.0,1,6,10,2012
1958,2.0,0.0,152330178.0,0.0,0.0,8.0,150306.0,359831.0,93435.0,78117.0,2.0,9.0,7.0,0.0,576.0,4,29,7,2013
1968,2.0,1.0,146810000.0,0.0,0.0,0.0,206346.0,242760.0,65748.57280513919,89012.0,0.0,6.0,9.0,0.0,272.0,0,28,9,2012
1978,2.0,0.0,74914000.0,1.0,0.0,17.0,0.0,60690.0,8092.0,16184.0,1.0,0.0,4.0,0.0,356.0,0,21,12,2012
1967,3.0,1.0,125386864.0,0.0,1.0,30.0,88536.0,593211.0,111861.0,100556.0,8.0,7.0,5.0,0.0,433.0,6,8,3,2013
1963,2.0,1.0,158043290.0,0.0,0.0,52.0,85563.0,1363598.0,255540.0,239930.0,1.0,4.0,4.0,0.0,523.0,5,6,6,2013
1940,4.0,1.0,99300000.0,0.0,0.0,58.0,16184.0,420784.0,317611.0,95081.0,0.0,4.0,7.0,0.0,397.0,4,31,1,2013
1959,2.0,0.0,93629613.0,0.0,0.0,41.0,21096.0,270603.0,81953.0,94085.0,2.0,8.0,7.0,0.0,558.0,1,11,7,2013
1957,3.0,0.0,135432450.46090534,1.0,0.0,51.0,4643.0,113324.0,5571.0,2321.0,9.0,7.0,7.0,0.0,576.0,4,29,7,2013
1968,2.0,1.0,60814795.0,1.0,0.0,52.0,8324.0,23450.0,8092.0,6766.0,1.0,0.0,1.0,0.0,567.0,3,20,7,2013
1956,4.0,2.0,98109745.28679654,0.0,0.0,53.0,148143.0,594907.0,65748.57280513919,123996.0,0.0,4.0,4.0,0.0,572.0,0,25,7,2013
1969,2.0,2.0,138352644.0,0.0,1.0,96.0,32823.0,111453.0,46194.0,27271.0,4.0,6.0,7.0,0.0,576.0,4,29,7,2013
1945,1.0,2.0,170400000.0,0.0,0.0,5.0,48552.0,1084328.0,145656.0,192185.0,2.0,4.0,10.0,0.0,724.0,0,24,12,2013
1968,2.0,2.0,86324000.0,0.0,1.0,77.0,12138.0,48552.0,16184.0,24276.0,2.0,2.0,7.0,0.0,816.0,1,26,3,2014
1959,2.0,0.0,152353419.0,0.0,0.0,12.0,135429.0,361994.0,102664.0,74200.0,2.0,9.0,3.0,0.0,576.0,4,29,7,2013
1965,2.0,3.0,170303019.0,0.0,0.0,53.0,136984.0,1795056.0,133091.0,193463.0,1.0,3.0,4.0,0.0,567.0,3,20,7,2013
1971,2.0,1.0,147881825.0,0.0,0.0,47.0,61355.0,284660.0,6651.0,23083.0,1.0,3.0,5.0,0.0,576.0,4,29,7,2013
1977,2.0,1.0,43901000.0,1.0,0.0,76.0,0.0,56644.0,18207.0,74839.50193798449,2.0,6.0,5.0,0.0,244.0,5,31,8,2012
1968,2.0,0.0,150508134.0,0.0,0.0,19.0,218787.0,1389074.0,250568.0,201688.0,2.0,8.0,5.0,0.0,433.0,6,8,3,2013
1953,3.0,1.0,124064138.0,0.0,1.0,10.0,7547.0,113214.0,97116.1450094162,1015.0,9.0,4.0,9.0,0.0,523.0,5,6,6,2013
1962,3.0,0.0,101761444.0,1.0,1.0,68.0,2232.0,50931.0,7022.0,4465.0,4.0,0.0,4.0,0.0,558.0,1,11,7,2013
1954,2.0,1.0,110397495.0,0.0,0.0,59.0,43834.0,252533.0,35408.0,3035.0,4.0,9.0,8.0,0.0,576.0,4,29,7,2013
1959,2.0,0.0,73016641.0,0.0,0.0,39.0,15114.0,98989.0,25949.0,2674.0,4.0,2.0,4.0,0.0,433.0,6,8,3,2013
1964,2.0,3.0,138231358.0,0.0,1.0,63.0,10538.0,425180.0,102617.0,82712.0,5.0,6.0,10.0,0.0,523.0,5,6,6,2013
1977,1.0,1.0,48732464.0,1.0,0.0,56.0,6873.0,29199.0,42823.0,28912.0,1.0,1.0,3.0,0.0,433.0,6,8,3,2013
1969,4.0,2.0,143338000.0,0.0,0.0,10.0,133518.0,1584009.0,159817.0,265013.0,1.0,3.0,10.0,0.0,345.0,2,10,12,2012
1974,2.0,2.0,86037340.0,0.0,0.0,67.0,15717.0,187347.0,12501.0,22265.0,6.0,7.0,4.0,0.0,433.0,6,8,3,2013
1974,2.0,2.0,160786147.0,0.0,0.0,26.0,210002.0,654391.7260273972,360110.0,69466.0,0.0,5.0,6.0,0.0,433.0,6,8,3,2013
1958,1.0,1.0,135432450.46090534,0.0,0.0,59.0,109225.0,517937.8377823409,261363.0,224697.0,0.0,6.0,12.0,0.0,576.0,4,29,7,2013
1965,2.0,1.0,129137404.09213051,0.0,1.0,37.0,97104.0,475405.0,222530.0,212415.0,0.0,5.0,10.0,0.0,737.0,5,6,1,2014
1967,1.0,0.0,110516543.0,0.0,1.0,56.0,435.0,188243.0,64892.0,70246.0,1.0,9.0,10.0,0.0,572.0,0,25,7,2013
1975,2.0,0.0,85075918.0,0.0,0.0,33.0,22149.0,88125.0,15943.0,22562.0,3.0,4.0,5.0,0.0,523.0,5,6,6,2013
1967,2.0,0.0,129530046.0,0.0,0.0,50.0,29308.0,526514.0,25541.0,29614.0,5.0,1.0,9.0,0.0,523.0,5,6,6,2013
1983,2.0,1.0,129137404.09213051,1.0,0.0,60.0,17151.0,143104.0,4280.0,74839.50193798449,3.0,5.0,6.0,0.0,523.0,5,6,6,2013
1977,1.0,1.0,81880102.0,1.0,1.0,35.0,3450.0,14334.0,7951.0,2196.0,2.0,2.0,1.0,0.0,590.0,2,12,8,2013
1983,2.0,0.0,161900000.0,0.0,0.0,74.0,305473.0,1907689.0,119357.0,281197.0,0.0,4.0,6.0,0.0,533.0,0,16,6,2013
1969,2.0,1.0,77901904.0,0.0,0.0,27.0,14295.0,60471.0,36615.0,42172.0,2.0,1.0,2.0,0.0,523.0,5,6,6,2013
1965,2.0,1.0,35105745.0,0.0,0.0,63.0,51634.53116531165,15103.0,30621.0,14575.0,3.0,2.0,2.0,0.0,590.0,2,12,8,2013
1953,2.0,3.0,102906000.0,0.0,1.0,71.0,20230.0,0.0,10115.0,20230.0,2.0,0.0,1.0,0.0,840.0,0,19,4,2014
1972,4.0,0.0,88169000.0,2.0,0.0,53.0,12138.0,80920.0,36414.0,0.0,2.0,2.0,4.0,0.0,499.0,1,13,5,2013
1976,1.0,2.0,72746000.0,1.0,1.0,49.0,0.0,0.0,8092.0,6069.0,0.0,2.0,3.0,0.0,456.0,0,31,3,2013
1974,3.0,2.0,153121000.0,0.0,1.0,45.0,6069.0,311542.0,238714.0,103173.0,4.0,8.0,12.0,0.0,873.0,0,22,5,2014
1953,2.0,1.0,176973341.0,0.0,0.0,34.0,85444.0,873204.0,147417.0,63615.0,3.0,3.0,10.0,0.0,433.0,6,8,3,2013
1972,0.0,1.0,27998775.0,0.0,0.0,35.0,12138.0,27510.0,40210.0,25974.0,0.0,0.0,2.0,0.0,590.0,2,12,8,2013
1978,2.0,1.0,66867013.0,0.0,0.0,64.0,15337.0,106595.0,22676.0,11926.0,5.0,5.0,2.0,0.0,558.0,1,11,7,2013
1979,2.0,2.0,78035473.0,0.0,0.0,14.0,222.0,26224.0,888.0,1333.0,1.0,3.0,2.0,0.0,523.0,5,6,6,2013
1956,4.0,2.0,126553504.0,0.0,1.0,40.0,180819.0,214223.0,28050.0,28914.0,6.0,6.0,4.0,0.0,572.0,0,25,7,2013
1968,2.0,1.0,160997861.0,0.0,0.0,32.0,40525.0,604756.0,205432.0,15598.0,2.0,3.0,6.0,0.0,590.0,2,12,8,2013
1955,4.0,0.0,105885000.0,0.0,1.0,9.0,40460.0,408646.0,80920.0,54621.0,3.0,5.0,8.0,0.0,435.0,6,10,3,2013
1972,2.0,1.0,147863293.0,0.0,0.0,58.0,61020.0,288007.0,3304.0,28773.0,1.0,3.0,4.0,0.0,576.0,4,29,7,2013
1951,2.0,2.0,144412688.0,0.0,1.0,3.0,131007.0,601846.0,303167.0,273176.0,2.0,2.0,7.0,0.0,558.0,1,11,7,2013
1971,2.0,1.0,115544076.71304348,0.0,1.0,25.0,8955.0,43629.0,7512.0,0.0,0.0,4.0,2.0,0.0,567.0,3,20,7,2013
1980,2.0,0.0,164970988.0,0.0,0.0,22.0,363879.0,1412859.0,282757.0,115979.0,0.0,2.0,8.0,0.0,576.0,4,29,7,2013
1953,4.0,2.0,116931000.0,0.0,1.0,96.0,51771.25,84966.0,0.0,0.0,2.0,8.0,2.0,0.0,681.0,1,11,11,2013
1954,2.0,1.0,151825885.0,0.0,0.0,61.0,168565.0,334697.0,130785.0,75971.0,2.0,10.0,5.0,0.0,576.0,4,29,7,2013
1990,1.0,1.0,98109745.28679654,1.0,0.0,48.0,10115.0,20230.0,30345.0,10115.0,3.0,4.0,3.0,0.0,856.0,0,5,5,2014
1978,2.0,1.0,105906266.0,0.0,1.0,3.0,12130.0,106566.0,28714.0,24483.0,4.0,5.0,6.0,0.0,558.0,1,11,7,2013
1961,2.0,2.0,159190969.0,0.0,0.0,13.0,87498.0,1216564.0,116937.0,168793.0,0.0,7.0,3.0,0.0,433.0,6,8,3,2013
1970,3.0,3.0,105326000.0,1.0,1.0,69.0,0.0,180047.0,12138.0,32368.0,7.0,6.0,6.0,0.0,503.0,0,17,5,2013
1978,2.0,0.0,79869407.0,1.0,0.0,32.0,17878.0,181555.0,15855.0,6656.0,2.0,8.0,2.0,0.0,567.0,3,20,7,2013
1967,1.0,1.0,29563163.0,1.0,0.0,77.0,5241.0,14620.0,10160.0,8597.0,0.0,3.0,3.0,0.0,590.0,2,12,8,2013
1963,2.0,2.0,87014849.0,1.0,0.0,54.0,1632.0,11501.0,3655.0,390.0,0.0,3.0,3.0,0.0,572.0,0,25,7,2013
1972,2.0,1.0,156637243.0,0.0,0.0,30.0,137595.0,1103682.0,428350.0,74839.50193798449,0.0,6.0,3.0,0.0,523.0,5,6,6,2013
1970,1.0,2.0,99091392.0,1.0,0.0,76.0,9752.0,38277.0,15351.0,10632.0,0.0,4.0,1.0,0.0,572.0,0,25,7,2013
1951,3.0,1.0,142649000.0,0.0,1.0,27.0,72828.0,266048.26248671627,119357.0,34391.0,0.0,1.0,8.0,0.0,885.0,0,3,6,2014
1969,1.0,1.0,66174898.0,0.0,0.0,23.0,209797.0,193510.0,220323.0,28733.0,3.0,2.0,4.0,0.0,590.0,2,12,8,2013
1984,3.0,2.0,52841000.0,1.0,0.0,41.0,4046.0,38437.0,8092.0,0.0,2.0,0.0,4.0,0.0,666.0,0,27,10,2013
1961,2.0,0.0,171983000.0,0.0,0.0,55.0,80920.0,530026.0,66759.0,325703.0,3.0,6.0,11.0,0.0,232.0,6,19,8,2012
1956,2.0,2.0,124101000.0,0.0,1.0,54.0,378301.0,748510.0,30345.0,198254.0,1.0,7.0,7.0,0.0,249.0,0,5,9,2012
1962,2.0,2.0,98109745.28679654,0.0,0.0,25.0,161840.0,983178.0,248829.0,24276.0,0.0,4.0,4.0,0.0,883.0,0,1,6,2014
1970,1.0,0.0,102537900.0,0.0,1.0,67.0,30149.0,265341.0,64410.0,10049.0,0.0,5.0,5.0,0.0,572.0,0,25,7,2013
1970,2.0,0.0,37017000.0,0.0,0.0,89.0,10115.0,266048.26248671627,36414.0,22253.0,4.0,0.0,5.0,0.0,365.0,0,30,12,2012
1958,2.0,1.0,121034392.26684636,1.0,1.0,1.0,0.0,107219.0,2023.0,8092.0,3.0,2.0,4.0,0.0,303.0,6,29,10,2012
1968,3.0,0.0,83078223.0,1.0,0.0,16.0,8537.0,27169.0,14476.0,24090.0,2.0,5.0,1.0,0.0,433.0,6,8,3,2013
1985,2.0,0.0,63152648.0,1.0,0.0,87.0,8092.0,171309.0,2706.0,14816.0,6.0,3.0,6.0,0.0,572.0,0,25,7,2013
1978,2.0,1.0,33558000.0,1.0,0.0,36.0,30345.0,12138.0,10115.0,18207.0,4.0,4.0,5.0,0.0,903.0,0,21,6,2014
1973,3.0,2.0,140639596.0,0.0,0.0,70.0,63932.0,431270.0,92314.0,65609.06236080178,0.0,2.0,9.0,0.0,567.0,3,20,7,2013
1977,1.0,1.0,191463342.0,0.0,0.0,9.0,47889.0,316022.0,119328.0,211165.0,0.0,7.0,8.0,0.0,590.0,2,12,8,2013
1962,3.0,1.0,105673726.22727273,1.0,0.0,23.0,6492.0,437149.3945945946,8872.0,5758.0,3.0,1.0,2.0,0.0,590.0,2,12,8,2013
1957,2.0,0.0,135432450.46090534,0.0,0.0,6.0,149976.0,347818.0,93229.0,75228.0,2.0,9.0,2.0,0.0,576.0,4,29,7,2013
1976,2.0,2.0,123416716.0,0.0,0.0,8.0,298000.0,725196.0,319846.0,39733.0,2.0,4.0,5.0,0.0,523.0,5,6,6,2013
1972,2.0,2.0,114659254.0,0.0,1.0,39.0,30461.0,101906.0,104260.12396694215,129020.0,4.0,2.0,5.0,0.0,433.0,6,8,3,2013
1982,2.0,3.0,59497000.0,1.0,1.0,69.0,16184.0,28322.0,0.0,8092.0,4.0,4.0,5.0,0.0,467.0,0,11,4,2013
1965,1.0,2.0,139002791.0,0.0,0.0,51.0,143743.0,335984.0,165942.0,187047.0,2.0,7.0,6.0,0.0,576.0,4,29,7,2013
1957,2.0,1.0,97026000.0,0.0,1.0,6.0,44506.0,137564.0,135541.0,16184.0,4.0,5.0,8.0,0.0,453.0,1,28,3,2013
1988,2.0,1.0,60904000.0,1.0,0.0,42.0,0.0,34391.0,22253.0,6069.0,0.0,4.0,2.0,0.0,239.0,0,26,8,2012
1968,2.0,0.0,20505000.0,1.0,0.0,33.0,16184.0,20230.0,22253.0,10115.0,2.0,0.0,5.0,0.0,503.0,0,17,5,2013
1980,1.0,1.0,100652625.0,0.0,0.0,51.0,10024.0,3220807.0,16047.0,14002.0,0.0,0.0,3.0,0.0,567.0,3,20,7,2013
1963,2.0,0.0,186176989.0,0.0,0.0,76.0,76732.0,1018104.0,194096.0,171196.0,0.0,3.0,6.0,0.0,523.0,5,6,6,2013
1985,2.0,2.0,90701000.0,1.0,0.0,29.0,4046.0,70805.0,0.0,0.0,1.0,5.0,2.0,0.0,901.0,0,19,6,2014
1968,2.0,0.0,143622000.0,0.0,0.0,68.0,107219.0,530026.0,254898.0,119357.0,2.0,5.0,6.0,0.0,572.0,0,25,7,2013
1973,2.0,1.0,105673726.22727273,1.0,0.0,32.0,4282.0,32761.0,10217.0,9721.0,2.0,4.0,3.0,0.0,590.0,2,12,8,2013
1978,1.0,3.0,23188000.0,0.0,0.0,19.0,0.0,6069.0,16184.0,0.0,2.0,1.0,1.0,0.0,572.0,0,25,7,2013
1964,1.0,1.0,134308000.0,1.0,1.0,70.0,101150.0,364140.0,293335.0,200277.0,13.0,9.0,7.0,0.0,392.0,0,26,1,2013
1975,3.0,3.0,148703000.0,0.0,0.0,34.0,289289.0,449106.0,78026.8198757764,117334.0,0.0,4.0,11.0,0.0,755.0,1,24,1,2014
1973,2.0,1.0,79235247.0,0.0,0.0,77.0,40883.0,130743.0,45800.0,6939.0,0.0,4.0,2.0,0.0,567.0,3,20,7,2013
1970,1.0,3.0,103265636.0,0.0,0.0,95.0,51634.53116531165,434698.0,184699.0,59104.15902964959,4.0,5.0,7.0,0.0,590.0,2,12,8,2013
1976,2.0,2.0,50614000.0,1.0,0.0,7.0,0.0,36414.0,0.0,14161.0,3.0,4.0,4.0,0.0,558.0,1,11,7,2013
1968,2.0,0.0,176630000.0,1.0,0.0,104.0,176001.0,1323042.0,36414.0,214438.0,8.0,2.0,8.0,0.0,269.0,1,25,9,2012
1976,2.0,0.0,85085445.0,1.0,0.0,39.0,21079.0,99902.0,13444.0,25774.0,3.0,4.0,5.0,0.0,523.0,5,6,6,2013
1966,2.0,2.0,148199275.0,0.0,0.0,8.0,70000.0,275189.0,28180.0,5035.0,1.0,5.0,11.0,0.0,576.0,4,29,7,2013
1989,2.0,1.0,152730000.0,0.0,0.0,44.0,24276.0,1064098.0,117334.0,127449.0,1.0,6.0,3.0,0.0,675.0,0,5,11,2013
1979,3.0,1.0,59168000.0,1.0,0.0,8.0,2023.0,4046.0,14161.0,10115.0,0.0,1.0,1.0,0.0,543.0,0,26,6,2013
1977,4.0,2.0,143476100.0,0.0,1.0,24.0,162606.0,320395.0,93808.0,76708.0,2.0,4.0,12.0,0.0,558.0,1,11,7,2013
1972,3.0,1.0,165961260.0,0.0,0.0,86.0,56671.0,508775.0,48089.0,45588.0,2.0,10.0,4.0,0.0,523.0,5,6,6,2013
1964,4.0,0.0,79092739.0,1.0,1.0,9.0,9053.0,36744.0,1492.0,0.0,3.0,3.0,1.0,0.0,523.0,5,6,6,2013
1985,1.0,1.0,141176000.0,0.0,0.0,75.0,192185.0,906304.0,443037.0,200277.0,1.0,4.0,6.0,0.0,266.0,1,22,9,2012
1971,3.0,1.0,182372061.0,0.0,0.0,79.0,219626.0,1689307.0,84365.0,176191.0,0.0,6.0,8.0,0.0,523.0,5,6,6,2013
1993,1.0,0.0,104784000.0,1.0,0.0,32.0,70805.0,459221.0,64736.0,72828.0,7.0,7.0,3.0,0.0,576.0,4,29,7,2013
1986,1.0,2.0,63983000.0,0.0,0.0,9.0,20230.0,20230.0,42483.0,6069.0,0.0,0.0,4.0,0.0,610.0,0,1,9,2013
1966,2.0,1.0,110929293.0,0.0,1.0,96.0,2543.0,29884.0,4132.0,3872.0,4.0,5.0,3.0,0.0,523.0,5,6,6,2013
1946,0.0,0.0,31501041.0,1.0,1.0,50.0,33323.0,11514.0,42527.0,14360.0,6.0,0.0,1.0,0.0,572.0,0,25,7,2013
1975,2.0,1.0,7513914.0,0.0,0.0,48.0,3016.0,2639667.0,12102.0,2519.0,10.0,7.0,0.0,0.0,558.0,1,11,7,2013
1957,2.0,1.0,136854357.0,0.0,0.0,88.0,57403.85652173913,403311.0,143524.0,182841.0,4.0,10.0,6.0,0.0,567.0,3,20,7,2013
1961,2.0,1.0,102108553.0,0.0,1.0,80.0,4866.0,39344.0,7328.0,16770.0,2.0,7.0,6.0,0.0,576.0,4,29,7,2013
1956,3.0,1.0,80196274.0,0.0,1.0,22.0,2023.0,3449.0,0.0,3999.0,1.0,1.0,3.0,0.0,590.0,2,12,8,2013
