tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,jumlah_promosi,day_after,day,month,year
1963,2,2,119258000,0,1,0,210392,137564,22253,91035,1,6,5,0,0,375,9,1,2013
1980,1,0,91441000,0,1,48,0,4046,8092,0,0,0,4,0,0,549,2,7,2013
1961,1,2,127243006,0,0,70,119126,677557,404667,230323,1,2,7,0,1,562,16,7,2013
1962,3,1,125150613,0,0,64,473,63207,1390,1314,0,8,8,0,4,565,16,7,2013
1964,2,2,47030000,0,0,67,12138,97104,48552,48552,0,2,2,0,0,475,19,4,2013
1961,2,1,38960000,0,1,65,22253,0,28322,6069,3,3,3,0,0,451,26,3,2013
1948,2,1,128882000,0,1,33,38437,157794,82943,40460,4,5,6,0,0,706,6,12,2013
1986,2,2,156653378,0,0,34,6207,602337,8182,60930,0,0,9,0,3,561,12,7,2013
1978,2,2,156793000,0,1,54,157794,180047,345933,173978,4,4,9,0,0,866,15,5,2014
1985,2,0,37698435,0,0,0,8470,5117,10934,441,0,0,2,0,3,562,17,7,2013
1963,2,1,118232063,0,1,48,29763,182318,90324,87485,0,8,9,0,3,561,16,7,2013
1972,2,2,101924709,0,0,38,18136,98682,69690,28708,0,5,2,0,4,565,17,7,2013
1961,4,2,146609387,0,0,39,68541,377339,84026,12356,0,5,10,0,1,568,17,7,2013
1986,2,1,82126000,0,0,14,12149,68782,24276,15424,0,3,4,0,0,708,8,12,2013
1955,4,1,94272560,0,1,82,408,16227,1614,0,3,0,4,0,2,561,16,7,2013
1977,2,2,159533205,0,0,12,206248,1609344,182377,136302,0,6,4,0,6,565,18,7,2013
1958,3,1,162395000,0,0,99,54621,208369,252875,147679,2,6,3,0,1,282,8,10,2012
1966,2,1,74301000,1,1,46,6069,16184,0,0,4,1,4,0,1,280,6,10,2012
1958,2,0,152330178,0,0,8,150306,359831,93435,78117,2,9,3,0,4,567,18,7,2013
1968,2,1,146810000,0,0,0,206346,242760,112556,89012,0,6,9,0,0,272,28,9,2012
1978,2,0,74914000,1,0,17,0,60690,8092,16184,1,0,4,0,0,356,21,12,2012
1967,3,1,125386864,0,1,30,88536,593211,111861,100556,8,7,5,0,6,568,20,7,2013
1963,2,1,158043290,0,0,52,85563,1363598,255540,239930,1,4,4,0,5,561,15,7,2013
1940,4,2,99300000,0,0,58,16184,420784,317611,95081,0,4,7,0,4,397,31,1,2013
1959,2,0,93629613,0,0,41,21096,270603,81953,94085,2,8,7,0,1,560,14,7,2013
1957,3,0,107539308,1,1,17,4643,113324,5571,2321,9,7,7,0,4,567,16,7,2013
1968,2,1,60814795,1,0,52,8324,23450,8092,6766,1,0,1,0,3,560,15,7,2013
1956,4,2,154985826,0,0,53,148143,594907,213006,123996,0,6,4,0,0,568,19,7,2013
1969,2,2,138352644,0,1,96,32823,111453,46194,27271,4,6,7,0,4,560,12,7,2013
1945,1,2,170400000,0,0,5,48552,1084328,145656,192185,2,4,10,0,0,724,24,12,2013
1968,2,2,86324000,0,1,77,12138,48552,16184,24276,2,2,7,0,1,816,26,3,2014
1959,2,0,152353419,0,0,12,135429,361994,102664,74200,2,9,3,0,4,567,19,7,2013
1965,2,3,170303019,0,0,65,136984,1795056,133091,193463,1,3,4,0,3,560,16,7,2013
1971,2,1,147881825,0,0,47,61355,284660,6651,23083,1,3,5,0,4,561,16,7,2013
1977,2,1,43901000,1,0,76,0,56644,18207,16249,2,6,5,0,5,244,31,8,2012
1968,2,0,150508134,0,0,19,218787,1389074,250568,201688,2,8,5,0,6,568,20,7,2013
1953,3,1,124064138,0,1,10,7547,113214,9670,1015,9,4,9,0,5,565,17,7,2013
1962,3,0,101761444,1,1,68,2232,50931,7022,4465,4,0,4,0,1,567,17,7,2013
1954,2,1,110397495,0,0,59,43834,252533,35408,3035,4,9,8,0,4,561,15,7,2013
1959,2,0,73016641,1,0,39,15114,98989,25949,2674,4,2,4,0,6,560,13,7,2013
1964,2,3,138231358,0,1,63,10538,425180,102617,82712,5,6,10,0,5,566,19,7,2013
1977,1,1,48732464,1,0,56,6873,29199,42823,28912,1,1,3,0,6,561,17,7,2013
1969,4,2,143338000,0,0,10,133518,1584009,159817,265013,1,3,10,0,2,345,10,12,2012
1974,2,2,86037340,1,0,67,15717,187347,12501,22265,6,7,4,0,6,562,15,7,2013
1974,2,2,160786147,0,0,26,210002,1274578,360110,69466,0,5,6,0,6,565,17,7,2013
1958,1,1,158310137,0,0,59,109225,937015,261363,224697,0,6,12,0,4,561,14,7,2013
1965,2,1,155705313,0,1,37,97104,475405,222530,212415,0,5,10,0,5,737,6,1,2014
1967,1,0,110516543,0,1,56,435,188243,64892,70246,1,9,10,0,0,568,20,7,2013
1975,2,0,85075918,1,0,33,22149,88125,15943,22562,3,4,5,0,5,560,14,7,2013
1967,2,0,129530046,0,0,50,29308,526514,25541,29614,5,1,9,0,5,560,14,7,2013
1983,2,1,86082408,1,0,60,17151,143104,4280,25947,3,5,6,0,5,560,13,7,2013
1977,1,1,81880102,1,1,35,3450,14334,7951,2196,2,2,1,0,2,560,16,7,2013
1983,2,0,161900000,0,0,74,305473,1907689,119357,281197,0,4,6,0,0,533,16,6,2013
1969,2,1,77901904,0,0,27,14295,60471,36615,42172,2,1,2,0,5,561,15,7,2013
1965,2,1,35105745,0,0,63,10694,15103,30621,14575,3,2,2,0,2,568,18,7,2013
1953,2,3,102906000,0,1,71,20230,0,10115,20230,2,0,1,0,0,840,19,4,2014
1972,4,0,88169000,2,0,53,12138,80920,36414,0,2,2,4,0,1,499,13,5,2013
1976,1,2,72746000,1,1,49,0,0,8092,6069,0,2,3,0,0,456,31,3,2013
1974,3,2,153121000,0,1,45,6069,311542,238714,103173,4,8,12,0,0,873,22,5,2014
1953,2,1,176973341,0,0,48,85444,873204,147417,63615,3,3,10,0,6,561,15,7,2013
1972,0,1,27998775,0,0,35,12138,27510,40210,25974,0,0,2,0,2,565,16,7,2013
1978,2,1,66867013,0,0,64,15337,106595,22676,11926,5,5,2,0,1,567,16,7,2013
1979,2,2,78035473,0,0,14,222,26224,888,1333,1,3,2,0,5,559,12,7,2013
1956,4,1,126553504,0,1,40,180819,214223,28050,28914,6,6,4,0,0,561,15,7,2013
1968,2,1,160997861,0,0,32,40525,604756,205432,15598,2,3,6,0,2,565,17,7,2013
1955,4,0,105885000,0,1,9,40460,408646,80920,54621,3,5,8,0,6,435,10,3,2013
1972,2,1,147863293,0,0,58,61020,288007,3304,28773,1,3,4,0,4,561,15,7,2013
1951,2,2,144412688,0,1,3,131007,601846,303167,273176,2,2,7,0,1,565,18,7,2013
1971,2,0,95054855,0,1,25,8955,43629,7512,0,0,4,2,0,3,561,15,7,2013
1980,2,0,164970988,0,0,22,363879,1412859,282757,115979,0,2,8,0,4,561,16,7,2013
1953,4,2,116931000,0,1,96,4025,84966,0,0,3,8,2,0,1,681,11,11,2013
1954,2,1,151825885,0,0,61,168565,334697,130785,75971,2,10,5,0,4,565,16,7,2013
1990,1,1,57775966,1,0,48,10115,20230,30345,10115,3,4,3,0,0,856,5,5,2014
1978,2,1,105906266,0,1,3,12130,106566,28714,24483,4,5,6,0,1,560,15,7,2013
1961,2,2,159190969,0,0,13,87498,1216564,116937,168793,0,7,3,0,6,561,16,7,2013
1970,3,3,105326000,1,1,69,0,180047,12138,32368,7,6,6,0,0,503,17,5,2013
1978,2,0,79869407,1,0,32,17878,181555,15855,6656,2,8,2,0,3,561,17,7,2013
1967,1,1,29563163,1,0,77,5241,14620,10160,8597,0,3,3,0,2,562,16,7,2013
1963,2,2,87014849,1,1,54,1632,11501,3655,390,0,3,3,0,0,567,21,7,2013
1972,2,2,156637243,0,0,30,137595,1103682,428350,163100,0,6,3,0,5,565,18,7,2013
1970,1,2,99091392,1,0,76,9752,38277,15351,10632,0,3,1,0,0,567,18,7,2013
1951,3,1,142649000,0,1,27,72828,427072,119357,34391,0,1,8,0,0,885,3,6,2014
1969,1,1,66174898,0,0,23,209797,193510,220323,28733,3,2,4,0,2,565,18,7,2013
1984,3,2,52841000,1,0,41,4046,38437,8092,0,2,0,4,0,0,666,27,10,2013
1961,2,0,171983000,0,0,55,80920,530026,66759,325703,3,6,11,0,6,232,19,8,2012
1956,2,2,124101000,0,1,54,378301,748510,30345,198254,1,7,7,0,0,249,5,9,2012
1962,2,2,147925037,0,0,25,161840,983178,248829,24276,0,4,4,0,0,883,1,6,2014
1970,1,0,102537900,0,1,67,30149,265341,64410,10049,0,5,5,0,0,566,16,7,2013
1970,2,0,37017000,0,0,89,10115,43740,36414,22253,4,0,5,0,0,365,30,12,2012
1958,2,1,90559907,1,1,1,0,107219,2023,8092,3,2,4,0,6,303,29,10,2012
1968,3,0,83078223,1,0,16,8537,27169,14476,24090,2,2,1,0,6,561,15,7,2013
1985,2,0,63152648,1,0,87,8092,171309,2706,14816,6,3,6,0,0,557,12,7,2013
1978,2,1,33558000,1,0,36,30345,12138,10115,18207,4,4,3,0,0,903,21,6,2014
1973,3,2,140639596,0,0,70,63932,431270,92314,71121,0,2,9,0,3,560,13,7,2013
1977,1,1,191463342,0,0,9,47889,316022,119328,211165,0,7,8,0,2,563,15,7,2013
1962,3,1,81314909,1,0,23,6492,28289,8872,5758,3,1,2,0,2,560,15,7,2013
1957,2,0,151658949,0,0,6,149976,347818,93229,75228,2,9,2,0,4,568,19,7,2013
1976,2,2,123416716,0,0,8,298000,725196,319846,39733,2,4,5,0,5,562,16,7,2013
1972,2,2,114659254,0,1,39,30461,101906,94116,129020,4,2,5,0,6,565,18,7,2013
1982,2,3,59497000,1,1,69,16184,28322,0,8092,4,4,5,0,0,467,11,4,2013
1965,1,2,139002791,0,0,69,143743,335984,165942,187047,2,7,6,0,4,567,19,7,2013
1957,2,1,97026000,0,1,6,44506,137564,135541,16184,4,5,8,0,1,453,28,3,2013
1988,2,1,60904000,1,0,42,0,34391,22253,6069,0,4,2,0,0,239,26,8,2012
1968,2,0,20505000,1,0,33,16184,20230,22253,10115,2,0,3,0,0,503,17,5,2013
1980,1,1,100652625,0,0,51,10024,3220807,16047,14002,0,0,3,0,3,557,10,7,2013
1963,2,0,186176989,0,0,76,76732,1018104,194096,171196,0,3,6,0,5,561,13,7,2013
1985,2,2,90701000,1,0,29,4046,70805,0,0,1,5,2,0,0,901,19,6,2014
1968,2,0,143622000,0,0,68,107219,530026,254898,119357,2,5,6,0,0,561,14,7,2013
1973,2,1,62448015,1,0,32,4282,32761,10217,9721,2,4,3,0,2,561,16,7,2013
1978,1,3,23188000,0,0,19,0,6069,16184,0,2,1,1,0,0,560,14,7,2013
1964,1,1,134308000,1,1,70,101150,364140,293335,200277,13,9,7,0,0,392,26,1,2013
1975,3,3,148703000,0,0,34,289289,449106,191029,117334,0,4,11,0,1,755,24,1,2014
1973,2,1,79235247,0,0,77,40883,130743,45800,6939,0,5,2,0,3,561,16,7,2013
1970,1,3,103265636,0,0,95,111645,434698,184699,171890,4,5,7,0,2,561,15,7,2013
1976,2,2,50614000,1,0,7,0,36414,0,14161,3,4,4,0,1,561,17,7,2013
1968,2,0,176630000,1,1,104,176001,1323042,36414,214438,8,2,8,0,1,269,25,9,2012
1976,2,0,85085445,1,0,39,21079,99902,13444,25774,3,4,5,0,5,560,14,7,2013
1966,2,2,148199275,0,0,8,70000,275189,28180,5035,1,5,11,0,4,568,20,7,2013
1989,2,1,152730000,0,0,44,24276,1064098,117334,127449,1,6,3,0,0,675,5,11,2013
1979,3,1,59168000,1,0,8,2023,4046,14161,10115,0,1,1,0,0,543,26,6,2013
1977,4,2,143476100,0,1,24,162606,320395,93808,76708,2,4,12,0,1,568,19,7,2013
1972,3,1,165961260,0,0,86,56671,508775,48089,45588,2,10,4,0,5,560,13,7,2013
1964,4,0,79092739,1,1,9,9053,36744,1492,0,3,3,1,0,5,562,16,7,2013
1985,1,1,141176000,0,0,75,192185,906304,443037,200277,1,5,6,0,1,266,22,9,2012
1971,3,1,182372061,0,0,79,219626,1689307,84365,176191,0,6,8,0,5,561,14,7,2013
1993,1,0,104784000,1,0,32,70805,459221,64736,72828,7,7,3,0,4,561,15,7,2013
1986,1,2,63983000,0,0,9,20230,20230,42483,6069,0,0,4,0,0,610,1,9,2013
1966,2,1,110929293,0,1,96,2543,29884,4132,3872,4,5,3,0,5,561,14,7,2013
1946,0,0,31501041,1,1,62,33323,11514,42527,14360,6,0,1,0,0,562,15,7,2013
1975,2,1,7513914,0,0,48,3016,2639667,12102,2519,10,7,0,0,1,560,12,7,2013
1957,2,1,136854357,0,1,88,192184,403311,143524,182841,4,10,6,0,3,567,19,7,2013
1961,2,1,102108553,0,1,80,4866,39344,7328,16770,2,7,6,0,4,563,17,7,2013
1956,3,1,80196274,0,1,22,2023,3449,0,3999,1,1,3,0,2,561,16,7,2013
1989,2,0,40027146,1,0,69,23359,13227,3816,4174,1,2,0,0,0,565,16,7,2013
1969,2,1,138512902,0,1,91,30873,102614,45577,25347,4,7,6,0,4,560,14,7,2013
1967,1,1,66194010,0,0,25,241452,224487,254692,31446,3,3,5,0,2,565,19,7,2013
1950,2,1,173462126,0,0,2,54449,1094253,200262,255883,0,1,11,0,6,557,11,7,2013
1989,3,1,184189799,0,0,84,275041,1103881,196472,187360,1,4,6,0,3,561,14,7,2013
1946,4,3,170797745,0,0,29,120339,1161613,151859,178365,2,4,9,0,3,561,16,7,2013
1981,4,0,83951000,1,0,39,0,64736,16184,12138,2,4,1,1,6,283,9,10,2012
1961,3,0,175315371,0,0,74,141004,1265232,220837,151678,2,5,10,0,6,561,15,7,2013
1969,2,1,147909626,0,0,31,61857,279638,11673,14546,1,4,8,0,4,568,17,7,2013
1960,1,1,110930648,0,1,67,14270,54566,2296,546,4,5,6,0,5,565,18,7,2013
1980,2,0,179697084,0,0,36,113565,1340883,254746,187454,1,9,9,0,6,558,12,7,2013
1968,2,1,139070048,0,1,69,25355,93084,42066,21836,3,7,6,0,4,561,16,7,2013
1963,2,0,96862945,1,1,38,5023,38944,0,3135,3,0,0,0,6,560,15,7,2013
1962,2,2,100924207,0,0,60,7335,58174,10686,0,1,2,5,0,3,561,16,7,2013
1976,3,0,84668790,0,0,23,111279,391644,122709,93269,1,2,9,0,6,560,15,7,2013
1968,2,1,110748000,0,0,77,8092,145656,17676,16184,0,3,7,0,0,511,25,5,2013
1970,0,2,28133144,0,0,36,12027,28150,42020,26012,0,0,3,0,2,567,17,7,2013
1962,2,1,143703000,0,1,96,34391,341887,58667,50575,3,12,11,0,0,698,28,11,2013
1956,3,2,165980958,0,0,87,99313,1163926,58825,106678,0,10,6,0,4,562,16,7,2013
1955,3,2,100945620,0,0,62,100932,402945,134606,98909,1,4,7,0,3,560,14,7,2013
1983,2,0,42528875,1,0,19,19175,56053,22568,8155,3,2,0,0,3,562,15,7,2013
1984,1,2,42642000,1,0,83,0,8092,28322,22253,2,0,4,0,1,617,8,9,2013
1970,2,1,150173566,0,0,31,218995,1734215,206450,98839,1,7,5,0,6,568,19,7,2013
1975,3,2,73114001,1,0,32,8399,56400,4353,3884,1,1,3,0,6,560,14,7,2013
1970,1,2,55870061,0,0,69,9055,33234,4816,44745,3,0,2,0,1,562,15,7,2013
1975,4,2,32617000,1,1,54,8092,42483,0,10115,6,1,6,0,0,408,11,2,2013
1969,3,1,141945000,0,1,12,50575,275128,285243,2023,3,5,14,0,0,568,21,7,2013
1942,3,3,101852361,0,0,77,252781,981187,335047,250758,0,4,11,0,3,571,22,7,2013
1978,2,1,165150818,0,0,37,334541,1445875,227713,121235,0,3,8,0,4,562,16,7,2013
1969,2,2,44576000,1,0,28,28322,46529,50575,32368,3,2,0,0,6,253,9,9,2012
1988,2,0,189042034,0,0,50,119912,1453576,94803,48555,3,6,10,0,5,558,11,7,2013
1983,3,1,87938000,1,0,31,8092,281197,16184,16184,7,13,8,0,2,243,30,8,2012
1990,2,1,185220396,0,0,12,50960,270820,129228,58099,2,13,9,0,5,560,14,7,2013
1989,2,0,40011200,1,0,64,1336,22787,953,7872,1,0,0,0,0,562,15,7,2013
1954,4,0,93293176,0,0,27,30866,46057,7735,19113,2,4,3,0,5,561,14,7,2013
1951,2,1,110017625,0,0,51,49412,243817,49006,6173,3,9,7,0,4,561,16,7,2013
1965,2,1,100828313,0,0,50,10115,65222,12097,0,0,2,3,0,3,561,16,7,2013
1955,2,2,124153441,0,0,59,7284,149985,36812,14150,1,7,7,0,0,563,18,7,2013
1986,2,1,184519000,0,0,63,343910,1658860,190162,297381,1,5,10,0,2,571,24,7,2013
1968,2,0,178869521,0,0,60,338319,1946760,234578,228669,0,5,7,0,6,561,15,7,2013
1980,2,1,119145023,0,1,43,45380,192714,138899,110415,1,10,7,0,3,561,15,7,2013
1980,2,2,114997747,0,0,45,97110,288253,41683,92533,3,4,7,0,2,560,14,7,2013
1965,2,1,156989412,0,0,76,62551,878816,160138,90197,2,3,6,0,3,562,15,7,2013
1976,2,2,48635244,1,0,54,318,28966,46325,29496,1,2,3,0,6,567,21,7,2013
1983,2,2,166136490,0,0,16,68800,924320,68965,110242,2,3,9,0,6,560,14,7,2013
1979,2,1,119037935,0,1,49,40519,186395,121723,98263,1,9,7,0,3,560,14,7,2013
1957,3,1,93702693,0,1,65,1868,15252,1400,622,2,0,4,0,2,561,16,7,2013
1975,2,0,113424000,0,1,36,10115,165886,24276,44506,4,7,6,0,3,814,24,3,2014
1978,4,2,158917000,0,0,32,192185,1327088,109242,109242,0,2,6,0,0,692,22,11,2013
1955,3,2,138704883,0,1,64,13062,83463,784,0,3,8,3,0,3,561,14,7,2013
1953,3,2,112760691,0,0,53,18592,255176,13758,21137,3,10,6,0,6,561,15,7,2013
1985,3,0,194239041,0,0,28,212390,1775523,205962,286869,0,5,10,0,5,561,15,7,2013
1958,2,1,132414720,0,0,0,228341,1440761,69992,13181,2,2,6,0,6,568,19,7,2013
1951,2,1,175901000,0,0,51,62713,691866,159817,68782,3,2,12,0,6,501,15,5,2013
1971,4,1,163534476,0,1,80,10119,581409,89007,66754,2,5,7,0,0,561,14,7,2013
1986,3,0,84892000,0,0,64,8092,109242,14432,14161,0,2,5,0,1,667,28,10,2013
1961,3,3,158023179,0,0,45,72166,478331,56361,49559,0,4,9,0,3,561,14,7,2013
1975,1,2,108186085,1,1,16,0,289006,152955,17648,5,2,3,0,0,567,18,7,2013
1987,2,0,58011117,1,0,12,10115,34391,8092,12138,2,1,3,0,0,365,30,12,2012
1977,1,1,169773990,0,0,36,285243,1533434,317611,173978,1,6,6,0,2,802,12,3,2014
1949,2,1,194642531,0,0,8,46673,1418772,135825,135167,0,3,6,0,2,561,16,7,2013
1966,2,1,157362438,0,0,83,54963,826563,106262,72637,2,3,4,0,3,566,17,7,2013
1972,3,2,167563206,0,0,32,112109,879271,236396,165338,0,5,9,0,1,562,14,7,2013
1968,2,2,156281009,0,0,23,141709,990543,360467,147778,0,6,4,0,5,565,19,7,2013
1965,2,2,45429000,2,1,25,0,24276,2023,0,3,0,2,0,1,666,27,10,2013
1967,2,2,83588377,0,1,3,54452,192870,5934,56407,3,5,3,0,0,561,17,7,2013
1960,2,1,165520560,0,0,72,74414,815882,238053,41124,1,1,12,0,5,560,11,7,2013
1956,3,1,159176682,0,0,28,106877,552364,88650,11877,0,10,5,0,1,561,16,7,2013
1959,2,0,185302000,0,1,79,62713,837522,216461,196231,0,3,6,0,5,824,3,4,2014
1971,2,1,152822999,0,0,22,97997,476287,270045,1237,0,7,10,0,4,561,17,7,2013
1964,2,2,155606000,0,0,87,105196,1887459,412692,60690,0,7,8,0,6,315,10,11,2012
1951,3,1,117386683,0,1,71,4279,154133,3578,31817,1,6,10,0,3,561,14,7,2013
1978,2,0,49800657,1,0,8,17470,32313,16866,20027,1,3,3,0,3,560,16,7,2013
1946,4,1,97524000,0,2,47,34391,143633,36414,27570,2,1,5,0,0,644,5,10,2013
1976,4,0,114183432,1,1,71,122,10912,4094,4070,0,0,0,0,0,560,16,7,2013
1973,3,2,119948693,0,1,77,2264,77115,9964,362,2,5,4,0,1,561,16,7,2013
1985,1,1,79831000,0,0,28,28322,273105,370209,140053,2,6,5,0,0,573,26,7,2013
1982,2,2,79369527,1,0,81,53601,167021,60755,10115,1,3,2,0,3,568,20,7,2013
1969,2,2,124172234,0,0,70,7267,159361,9664,12886,1,6,4,0,4,565,18,7,2013
1989,2,2,52469000,1,0,31,2023,6069,10115,0,1,0,3,0,0,558,11,7,2013
1965,4,1,111003000,0,2,47,4046,192185,0,24276,3,6,8,0,0,493,7,5,2013
1979,1,1,65988341,0,0,15,11752,4046,15432,9479,1,1,2,0,2,559,12,7,2013
1973,3,0,78932410,0,0,2,8802,35209,9241,11812,2,3,0,0,5,560,15,7,2013
1948,2,4,129098000,0,0,79,244783,507773,171355,84966,0,6,14,0,0,568,18,7,2013
1981,2,0,83952140,0,0,36,41962,201708,66210,41623,1,8,4,0,6,561,17,7,2013
1960,1,1,164575060,0,0,82,46414,733632,307891,47249,0,2,11,0,5,565,16,7,2013
1960,2,1,82470000,0,1,100,0,38437,8092,10115,1,3,8,0,3,654,15,10,2013
1957,1,2,166722000,0,0,35,103173,1699320,410669,279174,0,8,12,0,4,561,16,7,2013
1963,2,2,153342045,0,0,11,167349,700087,201411,137260,0,9,6,0,5,568,18,7,2013
1979,3,0,84682673,0,0,23,124267,428821,135372,101711,1,2,10,0,6,560,15,7,2013
1972,4,1,94326080,1,1,66,919,56015,7082,10115,6,1,7,0,3,562,15,7,2013
1961,1,1,110929447,0,1,71,12569,50922,2539,3394,4,5,5,0,5,567,18,7,2013
1963,2,4,170159650,0,0,71,90764,1854111,127526,210276,0,4,5,0,3,561,15,7,2013
1989,2,0,54059000,1,0,30,0,14161,0,12138,0,2,3,0,2,849,28,4,2014
1964,3,1,182100632,0,0,73,117805,1683704,93281,22873,1,5,7,0,5,561,15,7,2013
1958,2,0,89982768,0,0,26,20213,79626,33817,41765,1,1,6,0,1,559,12,7,2013
1981,2,1,82863076,1,1,19,13003,39769,1192,7143,3,3,1,0,2,565,15,7,2013
1963,2,4,170236104,0,0,67,88622,1798272,128138,209358,0,4,5,0,3,560,15,7,2013
1966,2,0,139879643,0,1,38,17338,79235,29397,16734,1,8,5,0,4,562,14,7,2013
1961,2,0,166464941,0,0,78,109039,1916795,109944,188086,0,4,11,0,4,561,14,7,2013
1972,4,1,98977000,1,0,94,18207,339864,20230,20230,4,5,12,0,1,227,14,8,2012
1981,1,1,139578000,1,1,80,135541,208369,155771,40460,2,2,7,0,0,699,29,11,2013
1979,2,3,162746000,0,0,48,191879,1114673,317611,86989,3,3,6,0,0,892,10,6,2014
1969,2,1,84287315,1,1,42,15749,156392,10575,29964,5,5,5,0,5,565,17,7,2013
1967,3,2,89591582,0,0,18,264,33524,4345,4134,0,4,4,0,1,561,15,7,2013
1963,2,0,129237000,0,1,51,28322,507773,22253,14161,6,1,11,0,5,319,14,11,2012
1951,4,2,99095765,1,1,39,0,123403,0,4046,4,0,3,0,6,561,16,7,2013
1967,3,3,129495000,0,1,67,32368,233669,32368,16184,3,8,9,0,1,478,22,4,2013
1963,2,1,140441616,0,0,32,64709,800878,296914,124584,3,2,9,0,1,566,17,7,2013
1985,2,1,180573521,0,0,82,82301,790868,194145,311758,1,6,9,0,1,567,17,7,2013
1970,2,2,40777000,1,1,51,12138,46529,6069,6069,5,1,1,0,2,760,29,1,2014
1974,3,1,120326587,0,1,41,23294,602861,21311,27360,5,7,4,0,6,561,14,7,2013
1964,1,0,85217459,1,1,81,900,5372,0,4187,0,0,1,0,0,560,14,7,2013
1963,2,1,74310069,0,0,30,15023,174632,37010,20891,5,4,5,0,6,567,17,7,2013
1961,3,0,98473314,0,1,74,11662,175212,18652,15806,5,6,5,0,0,568,19,7,2013
1948,2,1,147552000,0,0,49,76874,333795,119357,24276,1,1,5,0,5,799,9,3,2014
1948,3,0,94343888,0,0,8,39915,50189,0,22735,1,4,2,0,5,561,16,7,2013
1960,3,1,117210959,0,1,69,2929,118934,1813,17647,1,3,11,0,3,565,18,7,2013
1969,2,3,82284000,1,1,59,8092,4046,7215,0,2,2,4,0,1,419,22,2,2013
1954,3,1,132661000,0,2,7,20230,238714,70805,4046,3,6,13,0,2,577,30,7,2013
1962,2,0,166130082,0,0,89,159300,1798855,73140,153313,0,6,10,0,4,561,15,7,2013
1958,2,2,53952489,1,1,86,3580,39830,5172,829,4,0,1,0,0,565,17,7,2013
1967,2,1,114288714,0,1,56,894,36221,1788,4046,3,5,5,0,5,567,19,7,2013
1970,2,3,134478669,0,0,35,254311,427599,118936,235494,2,3,8,0,1,568,20,7,2013
1987,2,0,187881072,0,0,26,254733,1608534,262465,160638,1,2,7,0,0,561,16,7,2013
1994,1,0,176052140,0,0,62,56535,1297303,70177,194468,2,7,12,0,3,559,12,7,2013
1983,2,2,165383816,0,0,40,42536,616262,45656,51559,2,6,7,0,5,559,11,7,2013
1952,4,2,153110000,0,0,53,232645,483497,311542,4046,0,11,7,0,0,713,13,12,2013
1958,2,1,141627175,0,0,28,255296,521390,110770,42708,3,8,12,0,1,568,19,7,2013
1968,2,1,165360139,0,0,87,48247,561685,125056,47254,1,8,6,0,5,562,15,7,2013
1973,2,2,155123000,0,1,67,22253,265013,74851,22253,0,2,5,0,3,336,1,12,2012
1956,2,2,76613607,1,1,85,1847,25375,6508,2154,1,0,3,0,1,564,16,7,2013
1989,3,1,184357690,0,0,92,289503,1292204,197921,191255,2,4,6,0,3,561,14,7,2013
1969,2,1,138772978,0,1,81,28297,98165,43938,23708,4,7,6,0,4,561,14,7,2013
1974,2,0,82398026,1,0,20,11737,102284,15228,21297,2,4,2,0,5,560,14,7,2013
1967,2,1,119789478,0,1,9,6288,276783,97583,173192,4,5,9,0,0,568,19,7,2013
1969,3,1,168990956,0,0,56,69792,794662,145538,128907,1,3,10,0,6,560,14,7,2013
1949,4,2,101262000,0,0,93,12138,129472,8092,9183,0,6,4,0,0,475,19,4,2013
1988,0,1,35287625,1,0,39,10939,18926,14640,22732,0,1,1,0,2,564,15,7,2013
1979,2,1,180614091,0,0,82,45693,312249,198483,259194,1,7,8,0,1,561,14,7,2013
1982,2,0,37650558,1,0,72,1688,3810,0,2185,1,0,3,0,0,567,17,7,2013
1973,3,0,79391654,1,0,7,95,117894,13938,15524,1,3,0,0,5,560,13,7,2013
1970,2,2,172873133,0,0,3,177674,927348,191521,358509,0,7,5,0,6,561,16,7,2013
1960,2,1,109535671,0,1,98,12208,127918,10836,1782,4,8,4,0,5,562,15,7,2013
1971,3,2,77005000,0,1,0,6069,22253,2023,10115,0,1,4,0,0,795,5,3,2014
1971,3,1,174189007,0,0,64,134702,638934,112231,72276,0,7,9,0,5,560,14,7,2013
1975,3,1,163703538,0,0,62,24584,872278,108384,162277,2,4,4,0,0,561,12,7,2013
1978,3,2,90782328,1,1,21,9145,13218,12803,5487,5,0,2,0,0,560,16,7,2013
1951,2,1,66412000,1,1,59,8092,38437,16184,7403,4,5,3,0,0,562,15,7,2013
1960,2,1,135986424,0,1,38,51559,366085,40904,15700,3,8,9,0,3,568,18,7,2013
1952,0,0,31437152,0,1,80,31793,32306,40133,16063,6,1,1,0,0,562,15,7,2013
1974,2,1,78638083,1,0,8,4472,32561,894,0,1,3,2,0,5,559,14,7,2013
1995,2,0,140733000,0,0,23,30345,910216,279174,212415,0,6,13,0,1,796,6,3,2014
1984,3,0,84455528,0,0,30,99129,351216,113626,79959,1,5,8,0,6,560,16,7,2013
1952,0,0,31462835,0,1,81,29069,2252,37011,11390,6,1,1,0,0,562,15,7,2013
1960,3,1,35731000,1,1,91,4046,55658,0,6069,7,3,2,0,0,778,16,2,2014
