tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,tanggal_menjadi_anggota
1902,Doktor,Rencana Menikah,169668686.0,0.0,0.0,40.0,277813.0,1106672.0,193109.0,115176.0,2.0,4.0,4.0,0.0,
1972,Magister,Menikah,167464686.0,0.0,0.0,47.0,163852.0,1115469.0,249332.0,143300.0,,4.0,9.0,0.0,
1952,Sarjana,,147190000.0,0.0,0.0,65.0,60690.0,855729.0,178024.0,271082.0,3.0,5.0,8.0,0.0,2013-07-20
1986,Sarjana,Rencana Menikah,57299000.0,1.0,,83.0,6069.0,16184.0,12138.0,18207.0,2.0,1.0,5.0,0.0,2013-12-09
1976,Sarjana,Menikah,83038490.0,,0.0,63.0,32939.0,205690.0,10400.0,32082.0,6.0,7.0,4.0,0.0,
1969,SMA,Rencana Menikah,64777000.0,1.0,1.0,89.0,10115.0,44506.0,2023.0,24276.0,1.0,0.0,4.0,0.0,2013-07-10
1972,Sarjana,Menikah,60553000.0,1.0,0.0,28.0,2023.0,,16184.0,20230.0,0.0,3.0,2.0,0.0,2014-03-23
1957,SMA,Rencana Menikah,53976203.0,1.0,1.0,84.0,1962.0,46408.0,,550.0,4.0,,1.0,0.0,
1970,Sarjana,Menikah,29146000.0,1.0,0.0,17.0,2023.0,18207.0,0.0,0.0,0.0,4.0,4.0,0.0,2014-01-23
1960,Sarjana,Sendiri,138505990.0,0.0,0.0,25.0,39380.0,1121239.0,,202202.0,4.0,,5.0,0.0,
1947,Doktor,Cerai Mati,161754000.0,0.0,0.0,,390439.0,770763.0,307496.0,256921.0,1.0,1.0,8.0,0.0,2014-04-03
1970,SMP,Menikah,28399173.0,0.0,0.0,30.0,9400.0,25584.0,30983.0,19180.0,0.0,1.0,3.0,0.0,
1970,Sarjana,Sendiri,108047924.0,0.0,1.0,70.0,14029.0,197852.0,19511.0,8026.0,1.0,6.0,1.0,0.0,
1952,Sarjana,Rencana Menikah,,1.0,1.0,11.0,12138.0,20230.0,30345.0,18207.0,5.0,0.0,5.0,0.0,
1965,Sarjana,Menikah,88315000.0,,1.0,,4046.0,14161.0,0.0,0.0,1.0,5.0,4.0,0.0,2014-06-07
1980,Magister,Sendiri,131831873.0,0.0,0.0,,54025.0,551091.0,71179.0,105717.0,1.0,4.0,3.0,0.0,
1951,SMA,Rencana Menikah,137171467.0,0.0,0.0,11.0,86933.0,1331346.0,178297.0,97556.0,0.0,3.0,9.0,0.0,
1956,Magister,Menikah,118297481.0,0.0,0.0,59.0,38107.0,,75271.0,58805.0,1.0,9.0,5.0,0.0,
1969,Sarjana,Menikah,103653869.0,0.0,0.0,12.0,45062.0,547627.0,239523.0,84966.0,1.0,,3.0,0.0,
1962,Doktor,Menikah,169834597.0,0.0,0.0,33.0,62713.0,762666.0,,,,4.0,13.0,0.0,
1960,Sarjana,Sendiri,73078757.0,0.0,0.0,45.0,13742.0,63410.0,25043.0,0.0,3.0,1.0,4.0,0.0,
1956,Doktor,Menikah,112664766.0,0.0,1.0,82.0,20320.0,,44451.0,37148.0,10.0,,14.0,0.0,
1963,Magister,Rencana Menikah,166412766.0,0.0,0.0,67.0,93263.0,808549.0,262013.0,37144.0,2.0,2.0,11.0,0.0,
1976,Sarjana,Menikah,14418000.0,0.0,1.0,55.0,6069.0,14161.0,0.0,0.0,3.0,1.0,3.0,0.0,2012-08-30
1974,Magister,Sendiri,94904000.0,1.0,1.0,4.0,0.0,22253.0,0.0,2023.0,1.0,5.0,6.0,0.0,2013-09-15
1943,Sarjana,Menikah,136696000.0,0.0,0.0,13.0,,,180047.0,36414.0,0.0,2.0,14.0,0.0,2013-04-06
1966,,,85195000.0,1.0,0.0,60.0,8092.0,97104.0,10115.0,0.0,3.0,2.0,3.0,0.0,2013-10-21
1966,Sarjana,Sendiri,72561168.0,0.0,0.0,70.0,3517.0,26473.0,4796.0,0.0,2.0,3.0,4.0,0.0,
1961,SMA,Sendiri,81081038.0,0.0,1.0,55.0,15556.0,20941.0,12179.0,9473.0,1.0,1.0,1.0,0.0,
1989,Sarjana,Sendiri,138605922.0,0.0,0.0,17.0,4441.0,913096.0,362161.0,126776.0,0.0,3.0,6.0,0.0,
1963,Doktor,Cerai,157964000.0,0.0,0.0,33.0,151725.0,240737.0,349979.0,80920.0,0.0,2.0,15.0,0.0,2012-09-14
1968,Sarjana,Menikah,152313373.0,0.0,,15.0,268510.0,629808.0,120132.0,105517.0,0.0,10.0,4.0,0.0,
1970,Sarjana,Rencana Menikah,102041895.0,0.0,1.0,48.0,14908.0,75208.0,47495.0,23942.0,1.0,6.0,3.0,0.0,
1986,Sarjana,,181332729.0,0.0,0.0,67.0,150110.0,868547.0,287925.0,262126.0,1.0,6.0,11.0,0.0,
1959,Sarjana,Sendiri,189622720.0,0.0,0.0,,57702.0,960696.0,221889.0,204581.0,0.0,3.0,7.0,,
1952,Sarjana,,94953000.0,0.0,1.0,40.0,6069.0,271082.0,46529.0,44506.0,1.0,5.0,4.0,0.0,2012-11-17
1963,Sarjana,Menikah,119258000.0,,1.0,0.0,210392.0,137564.0,22253.0,91035.0,1.0,6.0,5.0,0.0,2013-01-09
1980,SMA,Sendiri,91441000.0,0.0,1.0,48.0,0.0,4046.0,8092.0,0.0,0.0,0.0,4.0,0.0,2013-07-02
1961,SMA,Menikah,127243006.0,0.0,0.0,70.0,119126.0,,404667.0,230323.0,1.0,2.0,7.0,0.0,
1962,Magister,Rencana Menikah,125150613.0,0.0,0.0,,473.0,63207.0,1390.0,1314.0,0.0,8.0,8.0,0.0,
1964,Sarjana,Menikah,47030000.0,0.0,0.0,67.0,12138.0,97104.0,48552.0,48552.0,0.0,2.0,2.0,0.0,2013-04-19
1961,Sarjana,Rencana Menikah,38960000.0,0.0,1.0,65.0,22253.0,0.0,28322.0,6069.0,3.0,3.0,3.0,0.0,2013-03-26
1948,Sarjana,Rencana Menikah,128882000.0,0.0,1.0,33.0,38437.0,157794.0,82943.0,40460.0,4.0,5.0,6.0,0.0,2013-12-06
1986,Sarjana,Menikah,156653378.0,0.0,0.0,34.0,6207.0,602337.0,8182.0,60930.0,0.0,0.0,9.0,0.0,
1978,Sarjana,Menikah,156793000.0,,1.0,54.0,157794.0,180047.0,345933.0,173978.0,4.0,4.0,9.0,0.0,2014-05-15
1985,Sarjana,Sendiri,37698435.0,0.0,0.0,0.0,8470.0,5117.0,10934.0,441.0,0.0,0.0,2.0,0.0,
1963,Sarjana,Rencana Menikah,118232063.0,0.0,1.0,48.0,29763.0,182318.0,90324.0,87485.0,0.0,8.0,9.0,0.0,
1972,Sarjana,Menikah,101924709.0,0.0,0.0,38.0,18136.0,98682.0,69690.0,28708.0,0.0,5.0,2.0,0.0,
1961,Doktor,Menikah,146609387.0,0.0,0.0,39.0,68541.0,377339.0,84026.0,12356.0,0.0,5.0,10.0,0.0,
1986,Sarjana,,82126000.0,0.0,,14.0,,68782.0,24276.0,,0.0,,4.0,0.0,2013-12-08
1955,Doktor,Rencana Menikah,94272560.0,,1.0,82.0,408.0,16227.0,1614.0,0.0,3.0,0.0,4.0,0.0,
1977,Sarjana,Menikah,159533205.0,0.0,0.0,12.0,,1609344.0,,136302.0,,6.0,4.0,0.0,
1958,Magister,Rencana Menikah,162395000.0,0.0,0.0,99.0,54621.0,208369.0,252875.0,147679.0,2.0,6.0,3.0,0.0,2012-10-08
1966,Sarjana,Rencana Menikah,74301000.0,1.0,1.0,46.0,6069.0,16184.0,0.0,0.0,4.0,1.0,4.0,0.0,2012-10-06
1958,Sarjana,Sendiri,152330178.0,0.0,0.0,8.0,150306.0,359831.0,93435.0,78117.0,,9.0,,0.0,
1968,Sarjana,Rencana Menikah,146810000.0,0.0,0.0,0.0,206346.0,242760.0,,89012.0,0.0,6.0,9.0,0.0,2012-09-28
1978,Sarjana,Sendiri,74914000.0,1.0,0.0,17.0,0.0,60690.0,8092.0,16184.0,1.0,0.0,4.0,0.0,2012-12-21
1967,Magister,Rencana Menikah,125386864.0,0.0,1.0,30.0,88536.0,593211.0,111861.0,100556.0,8.0,7.0,5.0,0.0,
1963,Sarjana,,158043290.0,0.0,,52.0,85563.0,1363598.0,255540.0,239930.0,1.0,4.0,4.0,0.0,
1940,Doktor,,99300000.0,0.0,0.0,58.0,16184.0,420784.0,317611.0,95081.0,0.0,4.0,7.0,0.0,2013-01-31
1959,Sarjana,Sendiri,93629613.0,0.0,0.0,41.0,21096.0,270603.0,81953.0,94085.0,2.0,8.0,7.0,,
1957,Magister,Sendiri,,1.0,,,4643.0,113324.0,5571.0,2321.0,9.0,7.0,7.0,0.0,
1968,Sarjana,Rencana Menikah,60814795.0,1.0,0.0,52.0,8324.0,23450.0,8092.0,6766.0,1.0,0.0,1.0,0.0,
1956,Doktor,Menikah,,0.0,0.0,53.0,148143.0,594907.0,,123996.0,0.0,,4.0,0.0,
1969,Sarjana,Menikah,138352644.0,0.0,1.0,96.0,32823.0,111453.0,46194.0,27271.0,4.0,6.0,7.0,0.0,
1945,SMA,Menikah,170400000.0,0.0,0.0,5.0,48552.0,1084328.0,145656.0,192185.0,2.0,4.0,10.0,0.0,2013-12-24
1968,Sarjana,Menikah,86324000.0,0.0,1.0,77.0,12138.0,48552.0,16184.0,24276.0,2.0,2.0,7.0,0.0,2014-03-26
1959,Sarjana,Sendiri,152353419.0,0.0,,12.0,135429.0,361994.0,102664.0,74200.0,2.0,9.0,3.0,,
1965,Sarjana,Cerai,170303019.0,0.0,0.0,,136984.0,1795056.0,133091.0,193463.0,1.0,3.0,4.0,0.0,
1971,Sarjana,Rencana Menikah,147881825.0,0.0,0.0,47.0,61355.0,284660.0,6651.0,23083.0,1.0,3.0,5.0,0.0,
1977,Sarjana,Rencana Menikah,43901000.0,1.0,0.0,76.0,0.0,56644.0,18207.0,,2.0,6.0,5.0,0.0,2012-08-31
1968,,Sendiri,150508134.0,0.0,0.0,19.0,218787.0,1389074.0,250568.0,201688.0,2.0,8.0,5.0,0.0,
1953,Magister,Rencana Menikah,124064138.0,0.0,1.0,10.0,7547.0,113214.0,,1015.0,9.0,4.0,9.0,0.0,
1962,Magister,Sendiri,101761444.0,1.0,1.0,68.0,2232.0,50931.0,7022.0,4465.0,4.0,0.0,4.0,0.0,
1954,Sarjana,Rencana Menikah,110397495.0,0.0,0.0,59.0,43834.0,252533.0,35408.0,3035.0,4.0,9.0,8.0,0.0,
1959,Sarjana,Sendiri,73016641.0,,0.0,39.0,15114.0,98989.0,25949.0,2674.0,4.0,2.0,4.0,0.0,
1964,Sarjana,Cerai,138231358.0,0.0,1.0,63.0,10538.0,425180.0,102617.0,82712.0,5.0,6.0,10.0,0.0,
1977,SMA,Rencana Menikah,48732464.0,1.0,0.0,56.0,6873.0,29199.0,42823.0,28912.0,1.0,1.0,3.0,0.0,
1969,Doktor,Menikah,143338000.0,0.0,0.0,10.0,133518.0,1584009.0,159817.0,265013.0,1.0,3.0,10.0,0.0,2012-12-10
1974,Sarjana,Menikah,86037340.0,,0.0,67.0,15717.0,187347.0,12501.0,22265.0,6.0,7.0,4.0,0.0,
1974,Sarjana,Menikah,160786147.0,0.0,,26.0,210002.0,,360110.0,69466.0,0.0,5.0,6.0,0.0,
1958,SMA,Rencana Menikah,,0.0,0.0,59.0,109225.0,,261363.0,224697.0,0.0,6.0,12.0,0.0,
1965,Sarjana,Rencana Menikah,,0.0,1.0,37.0,97104.0,475405.0,222530.0,212415.0,0.0,5.0,10.0,0.0,2014-01-06
1967,SMA,Sendiri,110516543.0,0.0,1.0,56.0,435.0,188243.0,64892.0,70246.0,1.0,9.0,10.0,0.0,
1975,Sarjana,Sendiri,85075918.0,,0.0,33.0,22149.0,88125.0,15943.0,22562.0,3.0,4.0,5.0,0.0,
1967,Sarjana,Sendiri,129530046.0,0.0,0.0,50.0,29308.0,526514.0,25541.0,29614.0,5.0,1.0,9.0,,
1983,Sarjana,Rencana Menikah,,1.0,0.0,60.0,17151.0,143104.0,4280.0,,3.0,5.0,6.0,0.0,
1977,SMA,Rencana Menikah,81880102.0,1.0,1.0,35.0,3450.0,14334.0,7951.0,2196.0,2.0,2.0,1.0,0.0,
1983,Sarjana,Sendiri,161900000.0,0.0,0.0,74.0,305473.0,1907689.0,119357.0,281197.0,0.0,4.0,6.0,0.0,2013-06-16
1969,Sarjana,Rencana Menikah,77901904.0,0.0,0.0,27.0,14295.0,60471.0,36615.0,42172.0,2.0,1.0,2.0,0.0,
1965,Sarjana,Rencana Menikah,35105745.0,0.0,0.0,63.0,,15103.0,30621.0,14575.0,3.0,2.0,2.0,0.0,
1953,Sarjana,Cerai,102906000.0,0.0,1.0,71.0,20230.0,0.0,10115.0,20230.0,,0.0,1.0,0.0,2014-04-19
1972,Doktor,Sendiri,88169000.0,2.0,0.0,53.0,12138.0,80920.0,36414.0,0.0,,2.0,4.0,0.0,2013-05-13
1976,SMA,Menikah,72746000.0,1.0,1.0,49.0,0.0,0.0,8092.0,6069.0,0.0,2.0,3.0,0.0,2013-03-31
1974,Magister,Menikah,153121000.0,0.0,1.0,45.0,6069.0,311542.0,238714.0,103173.0,4.0,8.0,12.0,0.0,2014-05-22
1953,Sarjana,Rencana Menikah,176973341.0,0.0,0.0,,85444.0,873204.0,147417.0,63615.0,3.0,3.0,10.0,0.0,
1972,SMP,Rencana Menikah,27998775.0,0.0,0.0,35.0,12138.0,27510.0,40210.0,25974.0,0.0,0.0,2.0,0.0,
1978,Sarjana,Rencana Menikah,66867013.0,0.0,0.0,64.0,15337.0,106595.0,22676.0,11926.0,5.0,5.0,2.0,0.0,
1979,Sarjana,Menikah,78035473.0,0.0,,14.0,222.0,26224.0,888.0,1333.0,1.0,3.0,2.0,,
1956,Doktor,,126553504.0,0.0,1.0,40.0,180819.0,214223.0,28050.0,28914.0,6.0,6.0,4.0,,
1968,Sarjana,Rencana Menikah,160997861.0,0.0,0.0,32.0,40525.0,604756.0,205432.0,15598.0,2.0,3.0,6.0,0.0,
1955,Doktor,Sendiri,105885000.0,0.0,1.0,9.0,40460.0,408646.0,80920.0,54621.0,3.0,5.0,8.0,0.0,2013-03-10
1972,Sarjana,Rencana Menikah,147863293.0,0.0,0.0,58.0,61020.0,288007.0,3304.0,28773.0,1.0,3.0,4.0,0.0,
1951,Sarjana,Menikah,144412688.0,0.0,1.0,3.0,131007.0,601846.0,303167.0,273176.0,2.0,2.0,7.0,,
1971,Sarjana,,,0.0,1.0,25.0,8955.0,43629.0,7512.0,0.0,0.0,4.0,2.0,0.0,
1980,Sarjana,Sendiri,164970988.0,0.0,,22.0,363879.0,1412859.0,282757.0,115979.0,0.0,2.0,8.0,0.0,
1953,Doktor,Menikah,116931000.0,0.0,1.0,96.0,,84966.0,0.0,0.0,,8.0,2.0,0.0,2013-11-11
1954,Sarjana,Rencana Menikah,151825885.0,0.0,0.0,61.0,168565.0,334697.0,130785.0,75971.0,,10.0,5.0,0.0,
1990,SMA,Rencana Menikah,,1.0,0.0,48.0,10115.0,20230.0,30345.0,10115.0,3.0,4.0,3.0,0.0,2014-05-05
1978,Sarjana,Rencana Menikah,105906266.0,0.0,1.0,3.0,12130.0,106566.0,28714.0,24483.0,4.0,5.0,6.0,0.0,
1961,Sarjana,Menikah,159190969.0,0.0,0.0,13.0,87498.0,1216564.0,116937.0,168793.0,0.0,7.0,3.0,0.0,
1970,Magister,Cerai,105326000.0,1.0,1.0,69.0,0.0,180047.0,12138.0,32368.0,7.0,6.0,6.0,,2013-05-17
1978,Sarjana,Sendiri,79869407.0,1.0,,32.0,17878.0,181555.0,15855.0,6656.0,2.0,8.0,2.0,0.0,
1967,SMA,Rencana Menikah,29563163.0,1.0,0.0,77.0,5241.0,14620.0,10160.0,8597.0,0.0,3.0,3.0,0.0,
1963,Sarjana,Menikah,87014849.0,1.0,,54.0,1632.0,11501.0,3655.0,390.0,0.0,3.0,3.0,0.0,
1972,Sarjana,,156637243.0,0.0,0.0,30.0,137595.0,1103682.0,428350.0,,0.0,6.0,3.0,0.0,
1970,SMA,Menikah,99091392.0,1.0,0.0,76.0,9752.0,38277.0,15351.0,10632.0,0.0,,1.0,0.0,
1951,Magister,Rencana Menikah,142649000.0,0.0,1.0,27.0,72828.0,,119357.0,34391.0,0.0,1.0,8.0,0.0,2014-06-03
1969,SMA,Rencana Menikah,66174898.0,0.0,0.0,23.0,209797.0,193510.0,220323.0,28733.0,3.0,2.0,4.0,0.0,
1984,Magister,Menikah,52841000.0,1.0,0.0,41.0,4046.0,38437.0,8092.0,0.0,,0.0,4.0,0.0,2013-10-27
1961,Sarjana,Sendiri,171983000.0,0.0,0.0,55.0,80920.0,530026.0,66759.0,325703.0,3.0,6.0,11.0,0.0,2012-08-19
1956,Sarjana,Menikah,124101000.0,0.0,1.0,54.0,378301.0,748510.0,30345.0,198254.0,1.0,7.0,7.0,0.0,2012-09-05
1962,Sarjana,Menikah,,0.0,0.0,25.0,161840.0,983178.0,248829.0,24276.0,0.0,4.0,4.0,0.0,2014-06-01
1970,SMA,Sendiri,102537900.0,0.0,1.0,67.0,30149.0,265341.0,64410.0,10049.0,0.0,5.0,5.0,0.0,
1970,Sarjana,Sendiri,37017000.0,0.0,,89.0,10115.0,,36414.0,22253.0,4.0,0.0,5.0,0.0,2012-12-30
1958,Sarjana,Rencana Menikah,,1.0,1.0,1.0,0.0,107219.0,2023.0,8092.0,3.0,2.0,4.0,0.0,2012-10-29
1968,Magister,Sendiri,83078223.0,1.0,0.0,16.0,8537.0,27169.0,14476.0,24090.0,2.0,,1.0,0.0,
1985,Sarjana,Sendiri,63152648.0,1.0,0.0,87.0,8092.0,171309.0,2706.0,14816.0,6.0,3.0,6.0,,
1978,Sarjana,Rencana Menikah,33558000.0,1.0,0.0,36.0,30345.0,12138.0,10115.0,18207.0,4.0,4.0,,0.0,2014-06-21
1973,Magister,Menikah,140639596.0,0.0,0.0,70.0,63932.0,431270.0,92314.0,,0.0,2.0,9.0,0.0,
1977,SMA,Rencana Menikah,191463342.0,0.0,0.0,9.0,47889.0,316022.0,119328.0,211165.0,0.0,7.0,8.0,0.0,
1962,Magister,,,1.0,0.0,23.0,6492.0,,8872.0,5758.0,3.0,1.0,2.0,0.0,
1957,Sarjana,Sendiri,,0.0,,6.0,149976.0,347818.0,93229.0,75228.0,2.0,9.0,2.0,0.0,
1976,Sarjana,Menikah,123416716.0,0.0,,8.0,298000.0,725196.0,319846.0,39733.0,2.0,4.0,5.0,0.0,
1972,Sarjana,Menikah,114659254.0,0.0,1.0,39.0,30461.0,101906.0,,129020.0,4.0,2.0,5.0,0.0,
1982,Sarjana,Cerai,59497000.0,1.0,1.0,69.0,16184.0,28322.0,0.0,8092.0,4.0,4.0,5.0,0.0,2013-04-11
1965,SMA,Menikah,139002791.0,0.0,0.0,,143743.0,335984.0,165942.0,187047.0,2.0,7.0,6.0,0.0,
1957,Sarjana,Rencana Menikah,97026000.0,0.0,1.0,6.0,44506.0,137564.0,135541.0,16184.0,4.0,5.0,8.0,0.0,2013-03-28
1988,Sarjana,Rencana Menikah,60904000.0,1.0,0.0,42.0,0.0,34391.0,22253.0,6069.0,0.0,4.0,2.0,0.0,2012-08-26
1968,Sarjana,Sendiri,20505000.0,1.0,0.0,33.0,16184.0,20230.0,22253.0,10115.0,2.0,0.0,,0.0,2013-05-17
1980,SMA,Rencana Menikah,100652625.0,0.0,0.0,51.0,10024.0,3220807.0,16047.0,14002.0,0.0,0.0,3.0,0.0,
1963,Sarjana,Sendiri,186176989.0,0.0,0.0,76.0,76732.0,1018104.0,194096.0,171196.0,0.0,3.0,6.0,0.0,
1985,Sarjana,Menikah,90701000.0,1.0,0.0,29.0,4046.0,70805.0,0.0,0.0,1.0,5.0,2.0,0.0,2014-06-19
1968,Sarjana,Sendiri,143622000.0,0.0,,68.0,107219.0,530026.0,254898.0,119357.0,,5.0,6.0,0.0,
1973,Sarjana,Rencana Menikah,,1.0,0.0,32.0,4282.0,32761.0,10217.0,9721.0,2.0,4.0,3.0,0.0,
1978,SMA,Cerai,23188000.0,0.0,0.0,19.0,0.0,6069.0,16184.0,0.0,2.0,1.0,1.0,0.0,
1964,SMA,Rencana Menikah,134308000.0,1.0,1.0,70.0,101150.0,364140.0,293335.0,200277.0,13.0,9.0,7.0,0.0,2013-01-26
1975,Magister,Cerai,148703000.0,0.0,0.0,34.0,289289.0,449106.0,,117334.0,0.0,4.0,11.0,0.0,2014-01-24
1973,Sarjana,Rencana Menikah,79235247.0,0.0,0.0,77.0,40883.0,130743.0,45800.0,6939.0,0.0,,2.0,0.0,
1970,SMA,Cerai,103265636.0,0.0,0.0,95.0,,434698.0,184699.0,,4.0,5.0,7.0,0.0,
1976,Sarjana,Menikah,50614000.0,1.0,,7.0,0.0,36414.0,0.0,14161.0,3.0,4.0,4.0,,
1968,Sarjana,Sendiri,176630000.0,1.0,,104.0,176001.0,1323042.0,36414.0,214438.0,8.0,2.0,8.0,0.0,2012-09-25
1976,Sarjana,Sendiri,85085445.0,1.0,,39.0,21079.0,99902.0,13444.0,25774.0,3.0,4.0,5.0,0.0,
1966,Sarjana,Menikah,148199275.0,,0.0,8.0,70000.0,275189.0,28180.0,5035.0,1.0,5.0,11.0,0.0,
1989,Sarjana,Rencana Menikah,152730000.0,0.0,0.0,44.0,24276.0,1064098.0,117334.0,127449.0,1.0,6.0,3.0,0.0,2013-11-05
1979,Magister,Rencana Menikah,59168000.0,1.0,0.0,8.0,2023.0,4046.0,14161.0,10115.0,0.0,1.0,1.0,0.0,2013-06-26
1977,Doktor,Menikah,143476100.0,0.0,1.0,24.0,162606.0,320395.0,93808.0,76708.0,2.0,4.0,12.0,,
1972,Magister,Rencana Menikah,165961260.0,0.0,0.0,86.0,56671.0,508775.0,48089.0,45588.0,2.0,10.0,4.0,0.0,
1964,Doktor,Sendiri,79092739.0,1.0,1.0,9.0,9053.0,36744.0,1492.0,0.0,3.0,3.0,1.0,0.0,
1985,SMA,Rencana Menikah,141176000.0,0.0,0.0,75.0,192185.0,906304.0,443037.0,200277.0,1.0,,6.0,,2012-09-22
1971,Magister,Rencana Menikah,182372061.0,0.0,0.0,79.0,219626.0,1689307.0,84365.0,176191.0,0.0,6.0,8.0,0.0,
1993,SMA,Sendiri,104784000.0,1.0,0.0,32.0,70805.0,459221.0,64736.0,72828.0,7.0,7.0,3.0,0.0,
1986,SMA,Menikah,63983000.0,0.0,,9.0,20230.0,20230.0,42483.0,6069.0,0.0,0.0,4.0,0.0,2013-09-01
1966,Sarjana,Rencana Menikah,110929293.0,0.0,1.0,96.0,2543.0,29884.0,4132.0,3872.0,4.0,5.0,3.0,0.0,
1946,SMP,Sendiri,31501041.0,1.0,1.0,,33323.0,11514.0,42527.0,14360.0,6.0,0.0,1.0,0.0,
1975,Sarjana,Rencana Menikah,7513914.0,0.0,,48.0,3016.0,2639667.0,12102.0,2519.0,10.0,7.0,0.0,0.0,
1957,Sarjana,Rencana Menikah,136854357.0,0.0,,88.0,,403311.0,143524.0,182841.0,4.0,10.0,6.0,0.0,
1961,Sarjana,Rencana Menikah,102108553.0,0.0,1.0,80.0,4866.0,39344.0,7328.0,16770.0,2.0,7.0,6.0,0.0,
1956,Magister,Rencana Menikah,80196274.0,0.0,1.0,22.0,2023.0,3449.0,0.0,3999.0,1.0,1.0,3.0,0.0,
1989,Sarjana,Sendiri,40027146.0,1.0,0.0,69.0,23359.0,13227.0,3816.0,4174.0,1.0,,0.0,0.0,
1969,Sarjana,Rencana Menikah,138512902.0,0.0,1.0,91.0,30873.0,102614.0,45577.0,25347.0,4.0,7.0,6.0,0.0,
1967,SMA,Rencana Menikah,66194010.0,0.0,0.0,25.0,241452.0,224487.0,254692.0,31446.0,3.0,3.0,5.0,0.0,
1950,Sarjana,Rencana Menikah,173462126.0,0.0,0.0,2.0,54449.0,1094253.0,200262.0,255883.0,,1.0,11.0,0.0,
1989,,Rencana Menikah,184189799.0,0.0,0.0,84.0,275041.0,1103881.0,196472.0,187360.0,1.0,4.0,6.0,0.0,
1946,Doktor,Cerai,170797745.0,0.0,0.0,29.0,120339.0,,151859.0,178365.0,2.0,4.0,9.0,0.0,
1981,Doktor,Sendiri,83951000.0,1.0,,39.0,0.0,64736.0,16184.0,12138.0,2.0,4.0,1.0,1.0,2012-10-09
1961,Magister,Sendiri,175315371.0,0.0,0.0,74.0,141004.0,1265232.0,220837.0,151678.0,2.0,5.0,10.0,0.0,
1969,Sarjana,Rencana Menikah,147909626.0,0.0,0.0,31.0,61857.0,279638.0,11673.0,14546.0,1.0,4.0,8.0,0.0,
1960,SMA,Rencana Menikah,110930648.0,0.0,1.0,67.0,14270.0,54566.0,2296.0,546.0,4.0,,6.0,0.0,
1980,Sarjana,Sendiri,179697084.0,0.0,0.0,36.0,113565.0,1340883.0,254746.0,187454.0,1.0,9.0,9.0,0.0,
1968,,Rencana Menikah,139070048.0,0.0,1.0,69.0,25355.0,93084.0,42066.0,21836.0,3.0,7.0,6.0,,
1963,Sarjana,Sendiri,96862945.0,1.0,1.0,38.0,5023.0,38944.0,0.0,3135.0,3.0,0.0,0.0,0.0,
1962,Sarjana,Menikah,100924207.0,0.0,0.0,60.0,7335.0,58174.0,10686.0,0.0,1.0,2.0,5.0,0.0,
1976,Magister,Sendiri,84668790.0,0.0,0.0,23.0,111279.0,391644.0,122709.0,93269.0,1.0,2.0,9.0,,
1968,Sarjana,Rencana Menikah,110748000.0,0.0,0.0,77.0,8092.0,145656.0,,16184.0,0.0,3.0,7.0,0.0,2013-05-25
1970,SMP,Menikah,28133144.0,0.0,0.0,,12027.0,,42020.0,26012.0,0.0,0.0,3.0,0.0,
1962,Sarjana,Rencana Menikah,143703000.0,0.0,1.0,96.0,34391.0,341887.0,58667.0,50575.0,3.0,12.0,11.0,0.0,2013-11-28
1956,,Menikah,165980958.0,0.0,0.0,87.0,99313.0,1163926.0,58825.0,106678.0,0.0,10.0,6.0,0.0,
1955,Magister,Menikah,100945620.0,0.0,0.0,62.0,100932.0,402945.0,134606.0,98909.0,1.0,4.0,7.0,,
1983,Sarjana,Sendiri,42528875.0,1.0,0.0,19.0,19175.0,56053.0,22568.0,8155.0,3.0,2.0,0.0,0.0,
1984,SMA,Menikah,42642000.0,1.0,0.0,83.0,0.0,8092.0,28322.0,22253.0,2.0,0.0,4.0,0.0,2013-09-08
1970,Sarjana,Rencana Menikah,150173566.0,0.0,0.0,31.0,218995.0,1734215.0,206450.0,98839.0,1.0,7.0,5.0,0.0,
1975,Magister,Menikah,73114001.0,1.0,0.0,32.0,8399.0,56400.0,4353.0,3884.0,1.0,1.0,3.0,0.0,
1970,SMA,Menikah,55870061.0,0.0,0.0,69.0,9055.0,33234.0,4816.0,44745.0,3.0,0.0,2.0,0.0,
1975,Doktor,Menikah,32617000.0,1.0,1.0,54.0,8092.0,42483.0,0.0,10115.0,6.0,1.0,6.0,,2013-02-11
1969,Magister,Rencana Menikah,141945000.0,0.0,1.0,12.0,50575.0,275128.0,285243.0,2023.0,3.0,5.0,14.0,0.0,
1942,Magister,Cerai,101852361.0,0.0,0.0,77.0,252781.0,981187.0,335047.0,250758.0,0.0,4.0,11.0,0.0,
1978,Sarjana,Rencana Menikah,165150818.0,0.0,0.0,37.0,334541.0,1445875.0,227713.0,,0.0,3.0,8.0,0.0,
1969,Sarjana,Menikah,44576000.0,1.0,0.0,28.0,28322.0,46529.0,50575.0,32368.0,3.0,2.0,0.0,0.0,2012-09-09
1988,Sarjana,Sendiri,189042034.0,0.0,0.0,50.0,119912.0,1453576.0,94803.0,48555.0,3.0,6.0,10.0,0.0,
